Identifier	Period	Measure
S108	2011-07-09	2825
S108	2011-07-16	2617
S108	2011-07-23	1916
S108	2011-07-30	1953
S108	2011-08-06	1826
S108	2011-08-13	1747
S108	2011-08-20	1884
S108	2011-08-27	2120
S108	2011-09-03	2286
S108	2011-09-10	2242
S108	2011-09-17	2507
S108	2011-09-24	2245
S108	2011-10-01	2398
S108	2011-10-08	2106
S109	2010-01-02	2832
S109	2010-01-09	1559
S109	2010-01-16	1572
S109	2010-01-23	1583
S109	2010-01-30	1657
S109	2010-02-06	1870
S109	2010-02-13	1791
S109	2010-02-20	1971
S109	2010-02-27	2038
S109	2010-03-06	2378
S109	2010-03-13	2440
S109	2010-03-20	2411
S109	2010-03-27	2291
S109	2010-04-03	2353
S109	2010-04-10	2170
S109	2010-04-17	2197
S109	2010-04-24	2102
S109	2010-05-01	2336
S109	2010-05-08	2348
S109	2010-05-15	2362
S109	2010-05-22	2434
S109	2010-05-29	2603
S109	2010-06-05	2024
S109	2010-06-12	2438
S109	2010-06-19	2804
S109	2010-06-26	2518
S109	2010-07-03	2440
S109	2010-07-10	2836
S109	2010-07-17	2824
S109	2010-07-24	2116
S109	2010-07-31	2258
S109	2010-08-07	1881
S109	2010-08-14	1903
S109	2010-08-21	1997
S109	2010-08-28	2375
S109	2010-09-04	2649
S109	2010-09-11	2778
S109	2010-09-18	2519
S109	2010-09-25	2357
S109	2010-10-02	2710
S109	2010-10-09	2067
S109	2010-10-16	2109
S109	2010-10-23	2358
S109	2010-10-30	2419
S109	2010-11-06	2610
S109	2010-11-13	2476
S109	2010-11-20	2357
S109	2010-11-27	3049
S109	2010-12-04	2458
S109	2010-12-11	2277
S109	2010-12-18	2562
S109	2010-12-25	2438
S109	2011-01-01	3000
S109	2011-01-08	1732
S109	2011-01-15	1701
S109	2011-01-22	1781
S109	2011-01-29	2178
S109	2011-02-05	2134
S109	2011-02-12	2096
S109	2011-02-19	2410
S109	2011-02-26	2268
S109	2011-03-05	2636
S109	2011-03-12	2309
S109	2011-03-19	2603
S109	2011-03-26	2383
S109	2011-04-02	2469
S109	2011-04-09	2643
S109	2011-04-16	2407
S109	2011-04-23	2485
S109	2011-04-30	2316
S109	2011-05-07	2505
S109	2011-05-14	2710
S109	2011-05-21	2671
S109	2011-05-28	2904
S109	2011-06-04	2221
S109	2011-06-11	2621
S109	2011-06-18	2958
S109	2011-06-25	2616
S109	2011-07-02	2785
S109	2011-07-09	3073
S109	2011-07-16	3087
S109	2011-07-23	2405
S109	2011-07-30	2406
S109	2011-08-06	2023
S109	2011-08-13	2022
S109	2011-08-20	2260
S109	2011-08-27	2574
S109	2011-09-03	2985
S109	2011-09-10	2886
S109	2011-09-17	2855
S109	2011-09-24	2629
S109	2011-10-01	2755
S109	2011-10-08	2294
S110	2010-01-02	2819
S110	2010-01-09	2486
S110	2010-01-16	2465
S110	2010-01-23	2407
S110	2010-01-30	2607
S110	2010-02-06	2588
S110	2010-02-13	2498
S110	2010-02-20	2393
S110	2010-02-27	2480
S110	2010-03-06	2050
S110	2010-03-13	1968
S110	2010-03-20	2038
S110	2010-03-27	1812
S110	2010-04-03	1665
S110	2010-04-10	1724
S110	2010-04-17	1601
S110	2010-04-24	1337
S110	2010-05-01	1409
S110	2010-05-08	1241
S110	2010-05-15	1155
S110	2010-05-22	1203
S110	2010-05-29	1102
S110	2010-06-05	1236
S110	2010-06-12	1000
S110	2010-06-19	1005
S110	2010-06-26	912
S110	2010-07-03	960
S110	2010-07-10	1001
S110	2010-07-17	945
S110	2010-07-24	1024
S110	2010-07-31	1043
S110	2010-08-07	919
S110	2010-08-14	982
S110	2010-08-21	987
S110	2010-08-28	1030
S110	2010-09-04	990
S110	2010-09-11	1355
S110	2010-09-18	1259
S110	2010-09-25	1418
S110	2010-10-02	1271
S110	2010-10-09	1510
S110	2010-10-16	1469
S110	2010-10-23	1486
S110	2010-10-30	1641
S110	2010-11-06	1876
S110	2010-11-13	1850
S110	2010-11-20	1851
S110	2010-11-27	1947
S110	2010-12-04	2162
S110	2010-12-11	2034
S110	2010-12-18	2394
S110	2010-12-25	2126
S110	2011-01-01	2670
S110	2011-01-08	2529
S110	2011-01-15	2498
S110	2011-01-22	2758
S110	2011-01-29	2712
S110	2011-02-05	2363
S110	2011-02-12	2496
S110	2011-02-19	2574
S110	2011-02-26	2626
S110	2011-03-05	2233
S110	2011-03-12	2344
S110	2011-03-19	2295
S110	2011-03-26	1797
S110	2011-04-02	1733
S110	2011-04-09	1841
S110	2011-04-16	1709
S110	2011-04-23	1372
S110	2011-04-30	1348
S110	2011-05-07	1329
S110	2011-05-14	1454
S110	2011-05-21	1156
S110	2011-05-28	1192
S110	2011-06-04	1204
S110	2011-06-11	1229
S110	2011-06-18	991
S110	2011-06-25	1096
S110	2011-07-02	1036
S110	2011-07-09	1076
S110	2011-07-16	978
S110	2011-07-23	1021
S110	2011-07-30	1078
S110	2011-08-06	1092
S110	2011-08-13	1034
S110	2011-08-20	1049
S110	2011-08-27	1102
S110	2011-09-03	1064
S110	2011-09-10	1215
S110	2011-09-17	1333
S110	2011-09-24	1436
S110	2011-10-01	1446
S110	2011-10-08	1538
S111	2010-01-02	2310
S111	2010-01-09	1211
S111	2010-01-16	1215
S111	2010-01-23	1189
S111	2010-01-30	1289
S111	2010-02-06	1360
S111	2010-02-13	1286
S111	2010-02-20	1801
S111	2010-02-27	1375
S111	2010-03-06	1868
S111	2010-03-13	1714
S111	2010-03-20	1836
S111	2010-03-27	1684
S111	2010-04-03	1685
S111	2010-04-10	1710
S111	2010-04-17	1791
S111	2010-04-24	1784
S111	2010-05-01	1633
S111	2010-05-08	1721
S111	2010-05-15	1816
S111	2010-05-22	1865
S111	2010-05-29	2208
S111	2010-06-05	1512
S111	2010-06-12	1723
S111	2010-06-19	2093
S111	2010-06-26	1790
S111	2010-07-03	1988
S111	2010-07-10	2062
S111	2010-07-17	2152
S111	2010-07-24	1546
S111	2010-07-31	1645
S111	2010-08-07	1395
S111	2010-08-14	1330
S111	2010-08-21	1529
S111	2010-08-28	1755
S111	2010-09-04	1687
S111	2010-09-11	1975
S111	2010-09-18	2017
S111	2010-09-25	1753
S111	2010-10-02	1906
S111	2010-10-09	1576
S111	2010-10-16	1731
S111	2010-10-23	1719
S111	2010-10-30	1624
S111	2010-11-06	1931
S111	2010-11-13	1716
S111	2010-11-20	1648
S111	2010-11-27	2168
S111	2010-12-04	1665
S111	2010-12-11	1586
S111	2010-12-18	1748
S111	2010-12-25	1760
S111	2011-01-01	2290
S111	2011-01-08	1380
S111	2011-01-15	1293
S111	2011-01-22	1194
S111	2011-01-29	1448
S111	2011-02-05	1393
S111	2011-02-12	1373
S111	2011-02-19	1601
S111	2011-02-26	1568
S111	2011-03-05	1764
S111	2011-03-12	1724
S111	2011-03-19	1858
S111	2011-03-26	1800
S111	2011-04-02	1815
S111	2011-04-09	1736
S111	2011-04-16	1741
S111	2011-04-23	1522
S111	2011-04-30	1763
S111	2011-05-07	1692
S111	2011-05-14	1743
S111	2011-05-21	1891
S111	2011-05-28	2103
S111	2011-06-04	1493
S111	2011-06-11	1774
S111	2011-06-18	2074
S111	2011-06-25	1800
S111	2011-07-02	1928
S111	2011-07-09	2172
S111	2011-07-16	1985
S111	2011-07-23	1695
S111	2011-07-30	1555
S111	2011-08-06	1348
S111	2011-08-13	1367
S111	2011-08-20	1457
S111	2011-08-27	1771
S111	2011-09-03	1728
S111	2011-09-10	1780
S111	2011-09-17	1832
S111	2011-09-24	1677
S111	2011-10-01	1717
S111	2011-10-08	1485
S114	2010-01-02	2484
S114	2010-01-09	1370
S114	2010-01-16	1441
S114	2010-01-23	1364
S114	2010-01-30	1650
S114	2010-02-06	1540
S114	2010-02-13	1644
S114	2010-02-20	1937
S114	2010-02-27	1808
S114	2010-03-06	1979
S114	2010-03-13	2027
S114	2010-03-20	1903
S114	2010-03-27	2055
S114	2010-04-03	1980
S114	2010-04-10	1931
S114	2010-04-17	2041
S114	2010-04-24	2056
S114	2010-05-01	2020
S114	2010-05-08	1847
S114	2010-05-15	2021
S114	2010-05-22	2300
S114	2010-05-29	2276
S114	2010-06-05	1742
S114	2010-06-12	2033
S114	2010-06-19	2302
S114	2010-06-26	2056
S114	2010-07-03	2306
S114	2010-07-10	2295
S114	2010-07-17	2410
S114	2010-07-24	1852
S114	2010-07-31	1821
S114	2010-08-07	1447
S114	2010-08-14	1617
S114	2010-08-21	1735
S114	2010-08-28	1941
S114	2010-09-04	2228
S114	2010-09-11	2500
S114	2010-09-18	2079
S114	2010-09-25	1939
S114	2010-10-02	2038
S114	2010-10-09	1803
S114	2010-10-16	1639
S114	2010-10-23	2018
S114	2010-10-30	1832
S114	2010-11-06	2140
S114	2010-11-13	1848
S114	2010-11-20	1796
S114	2010-11-27	2100
S114	2010-12-04	1973
S114	2010-12-11	1826
S114	2010-12-18	2165
S114	2010-12-25	1893
S114	2011-01-01	2505
S114	2011-01-08	1336
S114	2011-01-15	1445
S114	2011-01-22	1368
S114	2011-01-29	1400
S114	2011-02-05	1627
S114	2011-02-12	1422
S114	2011-02-19	1983
S114	2011-02-26	1745
S114	2011-03-05	1869
S114	2011-03-12	1959
S114	2011-03-19	2121
S114	2011-03-26	1926
S114	2011-04-02	2116
S114	2011-04-09	1942
S114	2011-04-16	1967
S114	2011-04-23	1781
S114	2011-04-30	1976
S114	2011-05-07	1821
S114	2011-05-14	1940
S114	2011-05-21	1921
S114	2011-05-28	2180
S114	2011-06-04	1561
S114	2011-06-11	1800
S114	2011-06-18	2168
S114	2011-06-25	2180
S114	2011-07-02	1881
S114	2011-07-09	2456
S114	2011-07-16	2384
S114	2011-07-23	1750
S114	2011-07-30	1850
S114	2011-08-06	1651
S114	2011-08-13	1531
S114	2011-08-20	1594
S114	2011-08-27	1941
S114	2011-09-03	1990
S114	2011-09-10	1973
S114	2011-09-17	2077
S114	2011-09-24	1985
S114	2011-10-01	1717
S114	2011-10-08	1792
S115	2010-01-02	2852
S115	2010-01-09	2317
S115	2010-01-16	2528
S115	2010-01-23	2511
S115	2010-01-30	2439
S115	2010-02-06	2463
S115	2010-02-13	2386
S115	2010-02-20	2551
S115	2010-02-27	2753
S115	2010-03-06	2302
S115	2010-03-13	2211
S115	2010-03-20	2159
S115	2010-03-27	1736
S115	2010-04-03	1546
S115	2010-04-10	1641
S115	2010-04-17	1838
S115	2010-04-24	1311
S115	2010-05-01	1398
S115	2010-05-08	1385
S115	2010-05-15	1147
S115	2010-05-22	1152
S115	2010-05-29	1247
S115	2010-06-05	1301
S115	2010-06-12	919
S115	2010-06-19	1049
S115	2010-06-26	1042
S115	2010-07-03	1067
S115	2010-07-10	1034
S115	2010-07-17	1108
S115	2010-07-24	1057
S115	2010-07-31	1051
S115	2010-08-07	1050
S115	2010-08-14	1044
S115	2010-08-21	1061
S115	2010-08-28	1017
S115	2010-09-04	1109
S115	2010-09-11	1452
S115	2010-09-18	1549
S115	2010-09-25	1379
S115	2010-10-02	1427
S115	2010-10-09	1513
S115	2010-10-16	1643
S115	2010-10-23	1737
S115	2010-10-30	1805
S115	2010-11-06	1945
S115	2010-11-13	1785
S115	2010-11-20	2035
S115	2010-11-27	1939
S115	2010-12-04	2274
S115	2010-12-11	2446
S115	2010-12-18	2229
S115	2010-12-25	2373
S115	2011-01-01	2910
S115	2011-01-08	2820
S115	2011-01-15	2864
S115	2011-01-22	2885
S115	2011-01-29	2749
S115	2011-02-05	2847
S115	2011-02-12	2746
S115	2011-02-19	2635
S115	2011-02-26	2662
S115	2011-03-05	2369
S115	2011-03-12	2434
S115	2011-03-19	2280
S115	2011-03-26	1628
S115	2011-04-02	1931
S115	2011-04-09	1835
S115	2011-04-16	1780
S115	2011-04-23	1423
S115	2011-04-30	1576
S115	2011-05-07	1364
S115	2011-05-14	1492
S115	2011-05-21	1348
S115	2011-05-28	1318
S115	2011-06-04	1200
S115	2011-06-11	1406
S115	2011-06-18	1165
S115	2011-06-25	1095
S115	2011-07-02	1167
S115	2011-07-09	1147
S115	2011-07-16	1080
S115	2011-07-23	1205
S115	2011-07-30	1057
S115	2011-08-06	1114
S115	2011-08-13	1132
S115	2011-08-20	1140
S115	2011-08-27	1168
S115	2011-09-03	1155
S115	2011-09-10	1346
S115	2011-09-17	1284
S115	2011-09-24	1525
S115	2011-10-01	1480
S115	2011-10-08	1617
S116	2010-01-02	2946
S116	2010-01-09	1734
S116	2010-01-16	1892
S116	2010-01-23	1796
S116	2010-01-30	1900
S116	2010-02-06	2087
S116	2010-02-13	1767
S116	2010-02-20	2481
S116	2010-02-27	2109
S116	2010-03-06	2346
S116	2010-03-13	2334
S116	2010-03-20	2306
S116	2010-03-27	2344
S116	2010-04-03	2333
S116	2010-04-10	2512
S116	2010-04-17	2366
S116	2010-04-24	2402
S116	2010-05-01	2418
S116	2010-05-08	2525
S116	2010-05-15	2348
S116	2010-05-22	2552
S116	2010-05-29	2997
S116	2010-06-05	2309
S116	2010-06-12	2278
S116	2010-06-19	2938
S116	2010-06-26	2663
S116	2010-07-03	2472
S116	2010-07-10	3045
S116	2010-07-17	2755
S116	2010-07-24	2052
S116	2010-07-31	2302
S116	2010-08-07	1883
S116	2010-08-14	1986
S116	2010-08-21	2146
S116	2010-08-28	2263
S116	2010-09-04	2601
S116	2010-09-11	2747
S116	2010-09-18	2494
S116	2010-09-25	2714
S116	2010-10-02	2465
S116	2010-10-09	1948
S116	2010-10-16	2071
S116	2010-10-23	2428
S116	2010-10-30	2308
S116	2010-11-06	2755
S116	2010-11-13	2286
S116	2010-11-20	2311
S116	2010-11-27	2973
S116	2010-12-04	2359
S116	2010-12-11	2425
S116	2010-12-18	2776
S116	2010-12-25	2614
S116	2011-01-01	3409
S116	2011-01-08	1771
S116	2011-01-15	1647
S116	2011-01-22	1659
S116	2011-01-29	2064
S116	2011-02-05	1781
S116	2011-02-12	2038
S116	2011-02-19	2553
S116	2011-02-26	2152
S116	2011-03-05	2426
S116	2011-03-12	2400
S116	2011-03-19	2409
S116	2011-03-26	2317
S116	2011-04-02	2546
S116	2011-04-09	2508
S116	2011-04-16	2261
S116	2011-04-23	2550
S116	2011-04-30	2413
S116	2011-05-07	2320
S116	2011-05-14	2415
S116	2011-05-21	2725
S116	2011-05-28	3219
S116	2011-06-04	2222
S116	2011-06-11	2412
S116	2011-06-18	2842
S116	2011-06-25	2562
S116	2011-07-02	2795
S116	2011-07-09	2900
S116	2011-07-16	3160
S116	2011-07-23	2133
S116	2011-07-30	2151
S116	2011-08-06	2013
S116	2011-08-13	1985
S116	2011-08-20	2181
S116	2011-08-27	2445
S116	2011-09-03	2434
S116	2011-09-10	2753
S116	2011-09-17	2847
S116	2011-09-24	2296
S116	2011-10-01	2323
S116	2011-10-08	2345
S117	2010-01-02	2511
S117	2010-01-09	1560
S117	2010-01-16	1548
S117	2010-01-23	1525
S117	2010-01-30	1899
S117	2010-02-06	1826
S117	2010-02-13	1769
S117	2010-02-20	2220
S117	2010-02-27	2202
S117	2010-03-06	2008
S117	2010-03-13	2019
S117	2010-03-20	2260
S117	2010-03-27	2243
S117	2010-04-03	2327
S117	2010-04-10	2143
S117	2010-04-17	2319
S117	2010-04-24	2296
S117	2010-05-01	2090
S117	2010-05-08	2138
S117	2010-05-15	2410
S117	2010-05-22	2256
S117	2010-05-29	2640
S117	2010-06-05	2094
S117	2010-06-12	2209
S117	2010-06-19	2583
S117	2010-06-26	2554
S117	2010-07-03	2315
S117	2010-07-10	2618
S117	2010-07-17	2729
S117	2010-07-24	1915
S117	2010-07-31	2014
S117	2010-08-07	1873
S117	2010-08-14	1706
S117	2010-08-21	2262
S117	2010-08-28	2137
S117	2010-09-04	2501
S117	2010-09-11	2573
S117	2010-09-18	2356
S117	2010-09-25	2119
S117	2010-10-02	2019
S117	2010-10-09	2014
S117	2010-10-16	2078
S117	2010-10-23	1960
S117	2010-10-30	2219
S117	2010-11-06	2532
S117	2010-11-13	2288
S117	2010-11-20	2332
S117	2010-11-27	2611
S117	2010-12-04	2016
S117	2010-12-11	2198
S117	2010-12-18	2446
S117	2010-12-25	2242
S117	2011-01-01	2738
S117	2011-01-08	1645
S117	2011-01-15	1568
S117	2011-01-22	1491
S117	2011-01-29	1795
S117	2011-02-05	1842
S117	2011-02-12	1543
S117	2011-02-19	2243
S117	2011-02-26	2117
S117	2011-03-05	2105
S117	2011-03-12	2072
S117	2011-03-19	2195
S117	2011-03-26	2145
S117	2011-04-02	2150
S117	2011-04-09	2236
S117	2011-04-16	2219
S117	2011-04-23	2023
S117	2011-04-30	2097
S117	2011-05-07	2113
S117	2011-05-14	2137
S117	2011-05-21	2416
S117	2011-05-28	2492
S117	2011-06-04	1805
S117	2011-06-11	2069
S117	2011-06-18	2428
S117	2011-06-25	2116
S117	2011-07-02	2360
S117	2011-07-09	2427
S117	2011-07-16	2308
S117	2011-07-23	1937
S117	2011-07-30	1880
S117	2011-08-06	1744
S117	2011-08-13	1858
S117	2011-08-20	1854
S117	2011-08-27	2208
S117	2011-09-03	2212
S117	2011-09-10	2274
S117	2011-09-17	2235
S117	2011-09-24	1973
S117	2011-10-01	1953
S117	2011-10-08	2184
